Postcode,Lat,Lon
LS27 0TA,53.94426,-1.89180
LS27 0TH,53.94426,-1.89180
LS27 0XA,53.94426,-1.89180
LS27 0XE,53.94426,-1.89180
LS27 0XG,53.94426,-1.89180
LS27 0XJ,53.94426,-1.89180
LS27 0XQ,53.94426,-1.89180
LS27 0YB,53.94426,-1.89180
