Postcode,Lat,Lon
BD99 2WZ,53.79249,-1.78417
BD99 2XE,53.79177,-1.78164
BD99 2XG,53.79334,-1.78378
BD99 2XQ,53.78323,-1.78598
BD99 2YA,53.79602,-1.75060
BD99 2YZ,53.79666,-1.75117
BD99 4BA,53.79666,-1.75117
BD99 4BB,53.79666,-1.75117
BD99 4WY,53.79626,-1.75076
BD99 4WZ,53.79602,-1.75060
BD99 4XB,53.79693,-1.74917
BD99 4XD,53.79304,-1.74646
BD99 4XE,53.79602,-1.75060
BD99 4XL,53.79602,-1.75060
BD99 4YG,53.79602,-1.75060
BD99 4YP,53.79602,-1.75060
BD99 4YX,53.79712,-1.74907
BD99 9XF,53.79394,-1.74493
BD99 9XG,53.79338,-1.78395
