Postcode,Lat,Lon
LS19 7DG,53.85586,-1.70039
LS19 7DH,53.85769,-1.70791
LS19 7DJ,53.85728,-1.69511
LS19 7DQ,53.85763,-1.70660
LS19 7DR,53.85691,-1.70159
LS19 7DX,53.85245,-1.69398
LS19 7EG,53.84936,-1.69798
